Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Scaling,Save
Confide,Normal,WIS CHA ,1 action,10,Instantaneous,40ft,You whisper an untold secret into the mind of a creature in range. The target must make a WIS save against your Move DC_ becoming confused on a failure.,Missing,WIS
Confuse Ray,Ghost,INT WIS ,1 action,5,Instantaneous,40ft,You target a creature in range with a sinister ray of ghostly light. Make a ranged attack against a creature. On a hit_ they become confused.,Missing,Missing
Confusion,Psychic,INT WIS ,1 action,15,Instantaneous,50ft,You attempt to enter the mind of a target and cause confusion. Make a ranged attack on a creature in range. On a hit_ the target takes psychic damage. If the natural attack roll is 15 or more_ the target becomes confused.,Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 4d4 at level 10_ and 3d10 at level 17.,Missing
Constrict,Normal,STR ,1 action,15,Instantaneous,Melee,You wrap yourself around a creature_ trying to squeeze the life from them. Make a melee attack roll. On a hit_ the target takes normal damage and is grappled. At the beginning of each of its turns_ it may attempt to escape with a STR save against your Move DC. As long as the target is grappled on your subsequent turns_ this move can be activated again as a bonus action with an automatic hit_ dealing normal damage.,Higher Levels: The damage dice rolls for this move change to 2d4 at level 5_ 1d12 at level 10_ and 4d4 at level 17.,STR
Conversion 2,Normal,Missing,1 bonus action,10,1 round,Self,If you took damage from an attack since the end of your last turn_ you may use a bonus action to change your type to any type that is resistant or immune to the type of move used against you. This effect lasts until the beginning of your next turn.,Missing,Missing
Conversion,Normal,Missing,1 bonus action,10,1 round,Self,Until the beginning of your next turn_ take on a new type for resistances/vulnerabilities/immunities equal to one of the types of a move you currently know.,Missing,Missing
Copycat,Normal,Missing,1 action,10,Instantaneous,50ft,You mimic a target that you can see_ in range. When you activate this move_ choose a target in range and fully execute the most recent move used by the creature_ using your own ability scores_ level_ and typing for saving throw DC_ attack_ and damage.,Missing,Missing
Core Enforcer,Dragon,STR WIS ,1 action,5,Instantaneous,45ft,You send a focused laser that scorches a 'Z' pattern on a target. Make a ranged attack_ dealing dragon damage on a hit. On a hit_ force the target to make a CON save against your Move DC_ losing all effects of its abilities on a failure_ until it is switched out.,Higher Levels: The damage dice roll for this move changes to 2d12 at level 5_ 4d8 at level 10_ and 8d6 at level 17.,CON
Cosmic Power,Psychic,Missing,1 action,10,1 minute_ Concentration,Self,You call upon a mystic force to come to your aid. For the duration_ you have advantage on all saving throws.,Missing,Missing
Cotton Guard,Grass,Missing,1 action,5,1 minute_ Concentration,Self,You protect yourself by wrapping your body up in thick_ soft cotton. For the duration_ boost your AC by +2.,Missing,Missing
Cotton Spore,Grass,DEX CON ,1 action,20,1 minute,30ft,You unleash spores of thick cotton that covers the target. Force a target in range to make a CON save against your Move DC. On a fail_ the target's speed is reduced by 10 for the duration. If this reduction in speed causes their speed to be 0_ they are restrained for the duration.,Missing,CON
Counter,Fighting,DEX STR ,1 reaction,5,Instantaneous,Melee,When you are hit by a melee attack_ you can use your reaction to make a melee attack against the creature_ doing fighting damage on a successful hit.,Higher Levels: The damage dice roll for this move changes to 1d6 at level 5_ 1d8 at level 10_ and 2d6 at level 17.,Missing
Covet,Normal,DEX ,1 action,15,Instantaneous,Melee,You strike out with quick and sticky hands. Make a melee attack roll against a creature_ doing normal damage on a hit. On a successful attack_ you steal the creatures held item if you are not currently holding one.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
Crabhammer,Water,STR ,1 action,5,Instantaneous,Melee,You slam down onto a creature with a heavy claw. Make a melee attack roll on a target_ dealing water damage on a hit. This move scores a critical hit on rolls of 19 or 20.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,Missing
Crafty Shield,Fairy,Missing,1 reaction,3,Instantaneous,5ft,You summon forth a mysterious power that blocks an incoming status condition. When you or an ally within 5 feet of you are subject to a status condition from a move_ you may use your reaction to nullify the condition.,Missing,Missing
Cross Chop,Fighting,STR DEX ,1 action,3,Instantaneous,Melee,You crush a creature with a strong sideways strike. Make a melee attack against a target_ doing fighting damage on a hit. Cross Chop results in a critical hit on 19s and 20s.,Higher Levels: The damage dice roll for this move changes to 2d12 at level 5_ 4d8 at level 10_ and 8d6 at level 17.,Missing
Cross Poison,Poison,DEX ,1 action,10,Instantaneous,Melee,You slash at a creature with a poisonous strike. Make a melee attack_ dealing poison damage on a hit. On a natural attack roll of 19 or 20_ the attack is treated as a critical hit and the target is poisoned.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Crunch,Dark,STR DEX ,1 action,10,Instantaneous,Melee,You unleash a powerful blow that has a chance to temporarily lower a target's defense. Make a melee attack against a target_ doing dark damage on a hit. On a natural attack roll of 18 or higher_ the target's AC is decreased by 1 for the remainder of combat. This decrease may be stacked_ up to a maximum of -5 to AC.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
Crush Claw,Normal,STR ,1 action,10,Instantaneous,Melee,You strike out with powerful claws. Make a melee attack roll against a creature_ doing normal damage on a hit. If the natural attack roll is 15 or more_ your next attack on the same target is rolled at advantage.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Crush Grip,Normal,STR ,1 action,3,Instantaneous,Melee,You clasp your hands around a creature for a crushing blow. Make a melee attack against a target_ dealing normal damage and grappling the target on a hit. If the target is above 50% of its maximum health_ add your proficiency bonus to the damage roll.,Higher Levels: The damage dice roll for this move changes to 5d6 at level 5_ 4d12 at level 10_ and 8d8 at level 17.,Missing
Curse,Ghost,WIS CHA ,1 action,5,1 minute_ Concentration,10ft,This Move has a different effect based on your creature type. If you are ghost-type: You attempt to put a curse on a creature. Force a target in range to make a WIS saving throw against your Move DC. On a fail_ the target is cursed. You take damage initially and the target takes ghost damage at the end of each of its turns for the duration. If you are any other type: You place a curse on yourself. For the duration_ your STR and CON scores increase by 2_ but your DEX score decreases by 4.,Higher Levels: The damage dice roll for this move changes to 2d4 at level 5_ 1d12 at level 10_ and 4d4 at level 17.,WIS
Cut,Normal,STR DEX ,1 action,15,Instantaneous,Melee,You lash out at a target with vine or claw or blade. Make a melee roll on a target_ doing on a successful hit.,Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 4d4 at level 10_ and 3d10 at level 17.,Missing
Dark Pulse,Dark,WIS CHA ,1 action,10,Instantaneous,30ft,You target a creature with a dark aura filled with horrible thoughts. Make a ranged attack on a creature_ dealing dark damage on a hit. On natural attack rolls of 17 or higher_ the target flinches.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
Dark Void,Dark,WIS ,1 action,5,Instantaneous,Self (30ft radius),You send the minds of your creatures into a world of darkness_ damaging them before putting them to sleep. All creatures within 30 feet of you must make a WIS save against your Move DC_ taking dark damage and falling asleep on a failure_ or half as much without falling asleep on a success.,Higher Levels: The damage dice roll for this move changes to 3d8 at level 5_ 4d10 at level 10_ and 7d8 at level 17.,WIS
Darkest Lariat,Dark,STR DEX ,1 action,5,Instantaneous,Melee,You dangerously swing both arms at a creature in range_ ignoring any positive stat changes the target is affected with. Make a melee attack_ dealing dark damage on a hit.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
Dazzling Gleam,Fairy,DEX CHA ,1 action,5,Instantaneous,Self (20ft radius),You emit a powerful flash that damages all creatures in range. Creatures within 20 feet of you must make a CON save against your Move DC_ taking fairy damage on a failure_ or half as much on a success.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,CON
Defend Order,Bug,Missing,1 action,5,1 minute_ Concentration,Self,You summon forth your underlings to form a natural shield in front of you. For the duration_ as long as you keep your concentration_ gain +1 to your AC.,Higher Levels: The AC boost for this move changes to +2 at level 5_ +3 at level 10_ and +4 at level 17.,Missing
Defense Curl,Normal,Missing,1 action,20,Instantaneous,Self,You curl up into a tight ball_ increasing your defensive stance. Until your next turn_ you gain + 4 to your AC and have resistance to normal attacks.,Missing,Missing
Defog,Flying,Missing,1 action,10,Instantaneous,Self (50ft radius),You summon a swift_ magical breeze in a 50 foot radius_ centered on you_ that sweeps away foggy weather and obstacles. When activating this move_ any area of effect moves that are still active end immediately (Examples: Misty Terrain_ Fog Cloud_ Smog_ etc.).,Missing,Missing
Destiny Bond,Ghost,WIS CHA ,1 action,3,1 minute_ Concentration,100ft,You create a dark_ internal bond with a creature. Select a target in range_ who must make a WIS save against your Move DC. On a fail_ half of any damage dealt to the user is also dealt as typeless damage to the target creature.,Missing,WIS
Detect,Fighting,Missing,1 reaction,3,Instantaneous,Self,You sense incoming danger and are able to quickly avoid it. When you are the recipient of the damage and/or effects of a move_ you may automatically avoid the damage/effects on the first instance of this reaction. On future instances of this move in the same combat_ you must roll higher than a 15 on a d20 roll for the reaction to be successful. This reaction may not be used to guard against the damage/effects that result from a natural 20 attack roll.,Missing,Missing
